Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Sabinal Public Library,"2,238",10-01-2018,9/30/2019,Sabinal,8309882911,$480,"$1,766",$0,$0,$0,Yes,Yes,"11,875",3,0,0,"12,255",798,"1,556","1,841",0,"2,677",Yes,5,154,0,"1,750",50
Utopia Memorial Library,"3,166",10-01-2018,9/30/2019,Utopia,8309663448,$0,"$3,399",$0,$0,$0,Yes,Yes,"14,130",427,0,0,"16,067","3,642",721,"4,335",0,"4,469",Yes,6,822,0,"1,424",50
Valley Mills Public Library,"1,210",10-01-2018,9/30/2019,Valley Mills,2549326370,"$14,209",$150,$430,$0,"$2,000",Yes,Yes,"9,860",417,"15,406","3,110","29,280","5,200","3,176","6,024",156,"9,211",Yes,7,"3,840",0,"1,500",51
Betty Foster Public Library,"3,178",10-01-2018,9/30/2019,Ponder,9404792683,"$30,765","$4,501",$0,$0,$0,Yes,Yes,"10,362",312,0,0,"15,424","5,603","2,216","7,252",0,"10,958",Yes,3,401,0,"1,020",48
The Library at Cedar Creek Lake,"4,331",09-01-2018,8/31/2019,Seven Points,9034324185,"$1,04,028","$9,988","$1,500",$0,$0,Yes,Yes,"33,876","1,805","22,588","5,209","65,316","1,22,332","9,387","36,882","3,180","48,695",Yes,33,"10,622",0,"2,294",50
Crandall-Combine Community Library,"14,913",09-01-2018,8/31/2019,Crandall,9724276120,"$1,18,228","$19,730","$4,237",$0,$0,Yes,Yes,"24,012",866,"22,777","3,955","51,937","26,818","2,379","11,472","1,379","23,338",Yes,8,"2,016",0,"2,120",48
Camp Wood Public Library,"1,739",09-01-2018,8/31/2019,Camp Wood,8305973208,$1,"$10,449","$1,500",$0,$0,Yes,Yes,"9,732",228,"12,524","2,949","26,979","7,313",808,"5,076",314,"6,330",Yes,7,"1,946",0,"1,478",52
McMullen Memorial Library,"8,315",09-01-2018,8/31/2019,Huntington,9368764516,"$81,100","$32,900",$0,$0,$0,Yes,Yes,"34,650",0,0,0,"35,260","14,100","7,824","63,723",0,"1,00,615",Yes,6,"9,450",0,"1,794",52
Depot Public Library,"1,515",09-01-2018,8/31/2019,Throckmorton,9408493076,"$9,237",$200,$0,$0,$0,Yes,Yes,"9,807",0,0,0,"10,232","4,769",695,"3,257",0,"3,932",Yes,5,"2,917",0,"1,248",52
Dilley Public Library,"4,408",10-01-2018,9/30/2019,Dilley,8309651951,"$96,400","$5,000","$2,000",$0,$0,Yes,Yes,"12,823",450,"1,500",0,"15,177","3,349","1,770","1,484",100,"7,116",Yes,15,"1,934",0,"2,319",50
Moody Community Library,"2,172",01-01-2019,12/31/2019,Moody,2548532004,"$7,590","$2,229",$0,$0,"$22,600",Yes,Yes,"12,638","1,110",0,0,"14,890","5,693","1,068","1,116",0,"2,185",Yes,6,846,0,"1,341",52
Hidalgo Public Library,"21,453",10-01-2018,9/30/2019,Hidalgo,9568432093,"$2,22,086","$4,150","$6,500",$0,$0,Yes,Yes,"26,520",157,"11,314","9,580","47,957","33,852","10,820","7,915",207,"13,393",Yes,115,"9,950",0,"2,551",52
Naples Public Library,"1,310",01-01-2019,12/31/2019,Naples,9038972964,"$9,124","$1,119",$0,$0,$0,Yes,Yes,"12,594",0,0,0,"14,191","3,146","1,598","2,356",0,"3,376",Yes,6,896,0,896,51
D Brown Memorial Library,"1,361",10-01-2018,9/30/2019,Rosebud,2545832328,"$29,952",$415,$0,$0,$0,Yes,Yes,"7,774",401,0,0,"8,930","5,050",295,"1,486",0,"2,100",Yes,10,"1,620",0,"1,456",52
Wells Branch Community Library,"14,620",01-01-2019,12/31/2019,Austin-Wells Branch,5129893188,"$6,51,112","$78,394","$32,849","$27,699","$27,699",Yes,Yes,"45,738","2,609","21,863","5,669","84,466","1,04,154","9,717","81,091","19,365","2,24,707",Yes,15,"14,088","23,995","3,033",52
Lakehills Area Library,"7,556",01-01-2019,12/31/2019,Lakehills,8305102777,"$68,970","$9,487","$1,500",$0,$0,Yes,Yes,"15,362",572,"15,822","3,076","36,667","43,536","6,058","18,719","3,353","39,206",Yes,19,"3,697",0,"2,175",52
Little Elm Public Library,"67,437",10-01-2018,9/30/2019,Little Elm,2149750430,"$4,20,348","$17,010","$18,615",$0,$0,Yes,Yes,"37,232","2,799","29,926",111,"88,303","1,24,066","14,136","41,983","13,301","1,33,711",Yes,42,"14,834","32,480","3,020",52
Lone Oak Area Public Library,"1,530",10-01-2018,9/30/2019,Lone Oak,9036624565,$0,"$12,470","$5,500",$0,$0,Yes,Yes,"16,390",354,"27,592","5,422","52,048","11,825","2,652","18,801","3,275","28,619",Yes,10,"3,758",0,"1,500",51
Meridian Public Library,"1,503",01-01-2019,12/31/2019,Meridian,2544359100,"$23,217","$3,467","$1,500",$0,$0,Yes,Yes,"15,200",869,"17,304","4,190","38,467","4,310",500,"3,562",713,"5,366",Yes,9,941,0,"1,428",51
Lois Nelson Public Library,"13,301",10-01-2018,9/30/2019,Princeton,9727363741,"$1,52,934","$23,088","$1,500","$5,800","$5,800",Yes,Yes,"15,026",134,"1,268","1,103","19,532","4,593","6,977","11,482","2,250","15,930",Yes,12,"3,258",0,"1,968",52
Prosper Community Library,"25,170",10-01-2018,9/30/2019,Prosper,9725691185,"$3,47,563","$42,140","$7,225",$0,$0,Yes,Yes,"21,292",435,"26,518","5,226","54,714","34,695","5,665","12,030","10,106","1,07,012",Yes,11,900,0,"1,984",52
Medina Community Library,"7,556",01-01-2019,12/31/2019,Medina,8305892825,"$65,209","$8,911","$1,200",$0,$0,Yes,Yes,"9,679",422,"12,636","2,363","26,649","46,093","3,068","11,436","2,051","16,351",Yes,10,"3,305",0,"1,982",52
Bremond Public Library,"2,338",01-01-2019,12/31/2019,Bremond,2547467752,"$17,551","$2,342",$0,$0,$26,Yes,Yes,"11,026",146,0,0,"11,176","4,415","1,713","1,143",0,"2,060",Yes,6,"1,015",0,"1,560",52
Merkel Public Library,"2,620",10-01-2018,9/30/2019,Merkel,3259285054,"$25,074",$859,$0,$0,$0,Yes,Yes,"9,241",200,0,0,"11,012","3,642",842,"2,301",0,"3,589",Yes,5,"1,317",0,"1,482",52
Southlake Public Library,"32,269",10-01-2018,9/30/2019,Southlake,8177488243,"$6,32,783","$79,386","$27,415",$0,$0,Yes,Yes,"33,281","1,092","1,758",413,"41,433","1,35,906","15,278","1,69,669","40,075","4,22,326",Yes,12,"3,593","85,636","2,812",52
Grapeland Public Library,"1,428",01-01-2019,12/31/2019,Grapeland,9366873425,"$11,196","$6,526","$1,976",$0,$0,Yes,Yes,"8,698",169,0,0,"9,881","6,942","1,126","3,251",0,"4,546",Yes,13,"3,215",0,"1,200",50
Liberty Hill Public Library,"15,154",10-01-2018,9/30/2019,Liberty Hill,5127786400,"$2,27,929","$32,852","$3,001",$0,$0,Yes,Yes,"22,367",570,"19,465","4,690","50,630","75,822","7,747","46,246","6,822","1,16,458",Yes,4,"11,822",0,"2,392",52
Round Top Family Library,91,01-01-2019,12/31/2019,Round Top,9792492700,"$54,859",$904,"$2,000",$0,"$28,700",Yes,Yes,"12,051",335,"17,739","4,272","36,545","16,138","2,359","4,336",285,"6,727",Yes,5,726,"1,080","1,248",52
University Park Public Library,"25,182",10-01-2018,9/30/2019,UniversityPark-Dallas,2143639095,"$4,71,815","$45,829","$35,401",$0,$0,Yes,Yes,"44,950",616,"37,659","7,519","98,572","52,018","4,744","24,950","9,280","1,34,692",Yes,11,"3,238","26,982","2,288",52
White Oak School Community Library,"8,167",09-01-2018,8/31/2019,White Oak,9032912052,"$79,075","$18,485","$7,352",$0,$0,Yes,Yes,"32,500",561,410,20,"33,679","3,020","3,500","2,711",321,"5,355",Yes,13,447,0,943,44
Colleyville Public Library,"26,945",10-01-2018,9/30/2019,Colleyville,8175031150,"$7,86,055","$59,209","$56,230","$2,79,475","$3,19,475",Yes,Yes,"50,199","5,103","2,275","1,03,214","1,69,837","81,663","15,548","72,861","36,705","2,26,828",Yes,9,"4,423","47,126","2,407",52
Olton Area Library,"3,613",10-01-2018,9/30/2019,Olton,8062857772,"$1,04,865","$6,788","$1,006",$0,$240,Yes,Yes,"9,239",277,"15,860","1,692","28,112","17,002","1,581","8,467","11,922","24,946",Yes,11,"2,500",0,"1,815",51
Onalaska Public Library,"2,829",10-01-2018,9/30/2019,Onalaska,9366462665,"$40,208","$1,769",$0,$0,$0,Yes,Yes,"8,659",308,19,0,"9,678","19,688","1,535","6,434",0,"8,475",Yes,4,"2,002","2,667","1,848",50
CF Goodwin Public Library,"12,998",10-01-2018,9/30/2019,Royse City,9726352772,"$92,887","$12,580","$2,605",$0,$0,Yes,Yes,"16,331",282,"1,523","1,127","21,928","46,445","5,888","19,717","2,361","32,105",Yes,11,"4,776",0,"2,450",52
Waskom Public Library,"5,608",01-01-2019,12/31/2019,Waskom,9036873041,"$21,405","$2,146",$0,$0,$0,Yes,Yes,"12,655",659,9,0,"13,690","3,782","2,821","1,502",0,"2,188",Yes,5,794,"8,860","1,268",52
Tri-Community Library,"1,499",09-01-2018,8/31/2019,Prairie Lea,5124882164,"$39,948","$3,158",$0,$0,$0,Yes,Yes,"9,285",90,50,0,"9,425","9,500",870,839,0,"6,402",Yes,5,800,0,"1,444",47
Bee Cave Public Library,"6,765",10-01-2018,9/30/2019,Bee Cave,5127676620,"$5,65,991","$38,721","$35,202",$0,$0,Yes,Yes,"25,598","1,673","20,299","4,836","55,470","1,07,943","8,534","35,662","20,717","1,52,313",Yes,7,"1,826",0,"2,021",52
Red Oak Public Library,"13,105",10-01-2018,9/30/2019,Red Oak,4692181230,"$1,84,191","$19,542","$2,100",$0,$0,Yes,Yes,"16,893",284,"21,146","5,090","46,073","26,434","3,980","17,703","2,886","38,095",Yes,5,"2,535",0,"2,011",52
Haslet Public Library,"1,855",10-01-2018,9/30/2019,Haslet,8174394278,"$2,46,172","$19,445","$4,318",$0,$0,Yes,Yes,"21,590","1,101","15,855","6,815","48,142","53,026","12,267","20,686","10,615","1,01,405",Yes,6,"4,369",0,"2,312",52
Gunter Library and Museum,"2,432",01-01-2019,12/31/2019,Gunter,9037713066,$2,"$1,919","$1,500",$0,$0,Yes,Yes,"4,691",90,"19,887","4,993","30,042","3,721","1,415",523,648,"3,010",Yes,4,511,0,"1,790",51
Lucile Teague Library,"1,645",01-01-2019,12/31/2019,Tom Bean,9035466250,$0,"$1,267",$0,$0,$0,Yes,Yes,"7,512",477,0,0,"8,770","1,453",876,821,0,"1,041",Yes,3,376,0,"1,584",52
Hutto Public Library,"26,434",10-01-2018,9/30/2019,Hutto,5127594008,"$2,10,326","$23,753","$2,000",$0,$0,Yes,Yes,"26,664",649,"13,704","2,496","46,496","43,527","5,029","31,185","4,772","66,432",Yes,18,"5,500",0,"2,343",52
Hutto Public Library Bookmobile,,,,Hutto,5127594008,,,,,,,,,,,,,,,,,,,,,,"2,355",51
City of Garden Ridge Library,"4,022",10-01-2018,9/30/2019,Garden Ridge,2106516570,"$78,986","$4,858","$1,535",$0,$0,Yes,Yes,"14,494",733,"14,323","3,074","34,374","13,622","2,247","10,514","1,865","27,808",Yes,5,324,0,"2,209",52
Bedias Public Library,"1,632",10-01-2018,9/30/2019,Bedias,9363952658,$0,$0,$0,$0,$0,Yes,Yes,"11,948",407,0,0,"13,543",951,"1,003",768,0,"2,150",Yes,3,596,0,720,45
Harper Library,698,01-01-2019,12/31/2019,Harper,8308644993,"$16,277","$6,488","$2,000",$0,$0,Yes,Yes,"10,536",470,"7,306",0,"19,990","6,871","1,249","5,346","1,678","9,130",Yes,5,688,0,"1,844",52
Spicewood Library,"6,440",10-01-2018,9/30/2019,Spicewood,8306937892,"$19,714","$3,728","$1,500",$0,"$15,200",Yes,Yes,"9,672",462,"17,758","4,294","33,369","4,136","2,252",900,"1,380","2,796",Yes,5,561,0,"1,144",52
Rube Sessions Memorial Library,813,01-01-2019,12/31/2019,Wells,9368674757,"$29,072",$678,$0,$0,$0,Yes,Yes,"12,347",46,0,0,"12,842","2,783","1,826","2,404",0,"3,137",Yes,12,846,0,"1,488",52
Saint Jo Public Library,"1,018",10-01-2018,9/30/2019,Saint Jo,9409950008,"$3,385",$500,$0,$0,$0,Yes,Yes,"11,352",147,0,0,"12,782","3,423","1,035","1,876",0,"2,563",Yes,2,"1,100",0,"1,056",44
Shallowater School County Library,"6,005",09-01-2018,8/31/2019,Shallowater,8068324531,"$20,631","$7,613","$1,000",$0,$0,Yes,Yes,"8,657",58,432,51,"9,288","3,724","1,597","1,382",85,"2,765",Yes,12,316,0,"1,200",50
Timpson Public Library,"3,925",01-01-2019,12/31/2019,Timpson,9362542966,$0,"$5,836",$290,$0,$0,Yes,Yes,"17,743",0,0,0,"18,995","3,521","2,659","2,420",0,"2,789",Yes,9,"1,723",0,"2,259",52
Chandler Public Library,"9,107",10-01-2018,9/30/2019,Chandler,9038494122,"$34,042","$10,000","$1,500",$0,$0,Yes,Yes,"18,587",701,"26,478","5,231","52,654","19,333","4,360","11,172","3,532","19,189",Yes,5,"3,045","5,366","1,776",52
Penitas Public Library,"7,394",10-01-2018,9/30/2019,Penitas,9569998312,"$1,24,669","$4,500","$1,500",$0,$0,Yes,Yes,"18,277",98,"9,580","11,314","39,572","28,089","3,477","3,110",109,"8,566",Yes,30,"4,410","4,408","2,390",48
Hughes Springs Area Public Library,"1,736",01-01-2019,12/31/2019,Hughes Springs,9036391332,"$20,309","$1,872",$0,$0,$0,Yes,Yes,"15,950",426,0,0,"17,470","9,415","1,268","7,620",0,"14,295",Yes,7,"2,587","3,206","1,173",51
BiblioTech,"86,017",10-01-2018,9/30/2019,San Antonio/Bexar County,2106310180,"$19,74,827",$0,"$5,32,255",$0,"$1,32,712",Yes,Yes,0,0,"4,11,704","4,00,140","8,26,108","2,58,793","1,62,805","6,253","2,12,081","2,61,835",Yes,228,"64,016","2,17,414","2,800",52
BiblioTech Central Jury Room,,,,San Antonio,2103352940,,,,,,,,,,,,,,,,,,,,,,800,50
BiblioTech West Dr Ricardo Romo Branch,,,,San Antonio,2106310190,,,,,,,,,,,,,,,,,,,,,,"2,828",52
BiblioTech South,,,,San Antonio,2106310180,,,,,,,,,,,,,,,,,,,,,,"2,828",52
BiblioTech East,,,,San Antonio,2106310230,,,,,,,,,,,,,,,,,,,,,,"2,828",52
Natalia Veterans Memorial Library,"1,581",10-01-2018,9/30/2019,Natalia,2102131990,"$11,600","$4,060",$0,"$10,800","$14,200",Yes,Yes,"9,659",0,0,0,"10,012","2,368",735,600,0,"1,800",Yes,2,156,0,"1,300",52
Marathon Public Library,"1,138",01-01-2019,12/31/2019,Marathon,4323864136,"$28,808","$15,024",$0,$0,"$2,600",Yes,Yes,"8,978",43,"1,504",0,"12,182","9,712",315,"3,379",0,"5,020",Yes,7,"5,531",0,"1,250",50
Martindale Community Library,"1,272",01-01-2019,12/31/2019,Martindale,5123574492,"$4,852","$3,670","$2,250",$0,$0,Yes,Yes,"9,006",12,"12,738","2,571","24,661","2,856",444,"1,195",109,"1,795",Yes,3,200,0,"1,050",50
Ransom Canyon Library,"1,113",10-01-2018,9/30/2019,Ransom Canyon,8068292466,"$21,718","$3,000","$2,000",$0,$0,No,No,0,0,0,0,0,0,0,0,0,0,,0,,,0,0
Holliday Public Library,"4,364",01-01-2019,12/31/2019,Holliday,9405860305,$0,"$3,370",$0,$0,$0,Yes,Yes,"17,448",0,"64,000",0,"81,448","4,860",477,0,0,"4,252",Yes,8,"1,825",,"1,696",52
Linden Public Library,"1,933",10-01-2018,9/30/2019,Linden,4302188770,"$11,202",$0,$0,$0,$0,Yes,Yes,"9,075",25,0,0,"9,129",977,355,"3,245",0,"3,930",Yes,1,159,0,432,52
City of Sundown Library,"4,266",10-01-2018,9/30/2019,Sundown,8062293131,"$10,000","$3,088",$0,$0,$0,Yes,No,"6,138",114,0,0,"6,252",146,563,290,0,713,No,0,0,0,516,43
Jarrell Community Library,0,01-01-2019,12/31/2019,Jarrell,5125411036,$247,$0,$0,$0,$0,Yes,Yes,"11,321",251,0,0,"12,389","2,430",408,"1,177",0,"1,836",No,0,0,,667,23
